precision,recall,f1-score,support
0.6686274509803921,0.8276699029126213,0.7396963123644252,412.0
0.5136986301369864,0.3073770491803279,0.38461538461538464,244.0
0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6341463414634146
0.5911630405586892,0.5675234760464746,0.562155848489905,656.0
0.6110014871301009,0.6341463414634146,0.607623528262648,656.0
