precision,recall,f1-score,support
0.6280487804878049,1.0,0.7715355805243447,412.0
0.0,0.0,0.0,244.0
0.6280487804878049,0.6280487804878049,0.6280487804878049,0.6280487804878049
0.31402439024390244,0.5,0.38576779026217234,656.0
0.3944452706722189,0.6280487804878049,0.4845619804512653,656.0
